id,tag,building\.id,building\.name
1666255,M-56,213523,Sunset School
1666256,M-57,213523,Sunset School
1666257,M-58,213523,Sunset School
1666258,M-59,213523,Sunset School
1666259,M-60,213523,Sunset School
1666260,M-61,213523,Sunset School
1666261,M-63,213523,Sunset School
1666262,M-65,213523,Sunset School
1666263,M-66,213523,Sunset School
1666264,M-67,213523,Sunset School
1666265,M-68,213523,Sunset School
1666266,M-70,213523,Sunset School
1666267,M-3,213524,Tomahawk School
1666268,M-6,213524,Tomahawk School
1666269,M-7,213524,Tomahawk School
1666270,M-8,213524,Tomahawk School
1666271,M-9,213524,Tomahawk School
1666272,M-10,213524,Tomahawk School
1666273,M-11,213524,Tomahawk School
1666274,M-13,213524,Tomahawk School
1666275,M-14,213524,Tomahawk School
1666276,M-19,213524,Tomahawk School
1666277,M-20,213524,Tomahawk School
1666278,M-21,213524,Tomahawk School
1666279,M-23,213524,Tomahawk School
1666280,M-25,213524,Tomahawk School
1666281,M-26,213524,Tomahawk School
1666282,M-27,213524,Tomahawk School
1666283,M-28,213524,Tomahawk School
1666284,M-29,213524,Tomahawk School
1666285,M-30,213524,Tomahawk School
1666286,M-31,213524,Tomahawk School
1666287,M-32,213524,Tomahawk School
1666288,M-33,213524,Tomahawk School
1666289,M-34,213524,Tomahawk School
1666290,M-36,213524,Tomahawk School
1666291,M-37,213524,Tomahawk School
1666292,M-38,213524,Tomahawk School
1666293,M-39,213524,Tomahawk School
1666294,M-48,213524,Tomahawk School
1666295,M-49,213524,Tomahawk School
1666296,M-51,213524,Tomahawk School
1666297,M-58,213524,Tomahawk School
1666298,M-59,213524,Tomahawk School
1666299,M-62,213524,Tomahawk School
1666300,M-63,213524,Tomahawk School
1666301,M-67,213524,Tomahawk School
1666302,M-70,213524,Tomahawk School
1666303,M-73,213524,Tomahawk School
1666304,M-74,213524,Tomahawk School
1666305,M-79,213524,Tomahawk School
1666306,M-84,213524,Tomahawk School
